Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Tilt angle,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number
58,,,,,,,-119.84206203,34.41386157,-21.520,Global,21.9,0.014,0.014,0.019,0.020,1.945,m,FIX,RTK,2026-01-19 14:27:43.8 UTC-08:00,2026-01-19 14:27:43.8 UTC-08:00,1,1.1,1.3,,,,-119.79242800,34.50781198,811.544,11407.500,P519_RTCM3,Global CS,7,6,6,4,0,Reach RX2,8243B70F5B178099
59,,,,,,,-119.84199278,34.41391113,-20.854,Global,15.8,0.013,0.013,0.018,0.019,1.945,m,FIX,RTK,2026-01-19 14:28:00.6 UTC-08:00,2026-01-19 14:28:00.6 UTC-08:00,1,1.1,1.3,,,,-119.79242800,34.50781198,811.544,11399.550,P519_RTCM3,Global CS,7,5,3,3,0,Reach RX2,8243B70F5B178099
60,,,,,,,-119.84200983,34.41394324,-20.887,Global,10.7,0.013,0.013,0.014,0.018,1.945,m,FIX,RTK,2026-01-19 14:28:11.2 UTC-08:00,2026-01-19 14:28:11.2 UTC-08:00,1,1.1,1.3,,,,-119.79242800,34.50781198,811.544,11396.780,P519_RTCM3,Global CS,7,5,7,4,0,Reach RX2,8243B70F5B178099
61,,,,,,,-119.84198378,34.41395726,-20.954,Global,19.7,0.014,0.014,0.021,0.020,1.945,m,FIX,RTK,2026-01-19 14:28:21.0 UTC-08:00,2026-01-19 14:28:21.0 UTC-08:00,1,1.0,1.2,,,,-119.79242800,34.50781198,811.544,11394.380,P519_RTCM3,Global CS,7,6,7,4,0,Reach RX2,8243B70F5B178099
62,,,,,,,-119.84204532,34.41397449,-20.782,Global,15.9,0.014,0.014,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:28:40.6 UTC-08:00,2026-01-19 14:28:40.6 UTC-08:00,1,1.1,1.2,,,,-119.79242800,34.50781198,811.544,11395.270,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
63,,,,,,,-119.84199982,34.41400567,-20.728,Global,25.1,0.015,0.015,0.018,0.021,1.945,m,FIX,RTK,2026-01-19 14:28:52.4 UTC-08:00,2026-01-19 14:28:52.4 UTC-08:00,1,1.1,1.2,,,,-119.79242800,34.50781198,811.544,11390.340,P519_RTCM3,Global CS,6,6,6,4,0,Reach RX2,8243B70F5B178099
64,,,,,,,-119.84194793,34.41397506,-20.936,Global,15.3,0.013,0.013,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:29:03.4 UTC-08:00,2026-01-19 14:29:03.4 UTC-08:00,1,1.1,1.3,,,,-119.79242800,34.50781198,811.544,11391.240,P519_RTCM3,Global CS,7,6,8,3,0,Reach RX2,8243B70F5B178099
65,,,,,,,-119.84189527,34.41398828,-20.841,Global,13.5,0.013,0.013,0.018,0.018,1.945,m,FIX,RTK,2026-01-19 14:29:25.8 UTC-08:00,2026-01-19 14:29:25.8 UTC-08:00,1,1.1,1.3,,,,-119.79242800,34.50781198,811.544,11387.860,P519_RTCM3,Global CS,6,6,7,3,0,Reach RX2,8243B70F5B178099
66,,,,,,,-119.84188855,34.41400554,-20.949,Global,0.8,0.012,0.012,0.015,0.016,1.945,m,FIX,RTK,2026-01-19 14:29:42.8 UTC-08:00,2026-01-19 14:29:42.8 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11386.170,P519_RTCM3,Global CS,7,5,6,3,0,Reach RX2,8243B70F5B178099
67,,,,,,,-119.84187996,34.41392390,-21.075,Global,1.9,0.012,0.012,0.012,0.017,1.945,m,FIX,RTK,2026-01-19 14:30:10.4 UTC-08:00,2026-01-19 14:30:10.4 UTC-08:00,1,1.1,1.2,,,,-119.79242800,34.50781198,811.544,11394.060,P519_RTCM3,Global CS,5,5,8,4,0,Reach RX2,8243B70F5B178099
68,,,,,,,-119.84187722,34.41393799,-20.844,Global,12.2,0.013,0.013,0.015,0.018,1.945,m,FIX,RTK,2026-01-19 14:30:46.4 UTC-08:00,2026-01-19 14:30:46.4 UTC-08:00,1,1.0,1.2,,,,-119.79242800,34.50781198,811.544,11392.620,P519_RTCM3,Global CS,7,5,8,4,0,Reach RX2,8243B70F5B178099
69,,,,,,,-119.84183508,34.41392696,-20.761,Global,20.5,0.014,0.014,0.017,0.019,1.945,m,FIX,RTK,2026-01-19 14:30:59.4 UTC-08:00,2026-01-19 14:30:59.4 UTC-08:00,1,1.1,1.2,,,,-119.79242800,34.50781198,811.544,11391.910,P519_RTCM3,Global CS,6,6,7,4,0,Reach RX2,8243B70F5B178099
70,,,,,,,-119.84198863,34.41384944,-21.262,Global,8.6,0.013,0.013,0.013,0.018,1.945,m,FIX,RTK,2026-01-19 14:31:50.0 UTC-08:00,2026-01-19 14:31:50.0 UTC-08:00,1,1.0,1.2,,,,-119.79242800,34.50781198,811.544,11405.770,P519_RTCM3,Global CS,7,6,6,4,0,Reach RX2,8243B70F5B178099
71,,,,,,,-119.84183355,34.41369545,-21.024,Global,3.6,0.012,0.012,0.013,0.017,1.945,m,FIX,RTK,2026-01-19 14:32:33.8 UTC-08:00,2026-01-19 14:32:33.8 UTC-08:00,1,1.2,1.5,,,,-119.79242800,34.50781198,811.544,11415.690,P519_RTCM3,Global CS,6,5,4,4,0,Reach RX2,8243B70F5B178099
72,,,,,,,-119.84182397,34.41370140,-21.073,Global,5.0,0.012,0.012,0.026,0.018,1.945,m,FIX,RTK,2026-01-19 14:32:41.6 UTC-08:00,2026-01-19 14:32:41.6 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11414.760,P519_RTCM3,Global CS,5,5,6,4,0,Reach RX2,8243B70F5B178099
73,,,,,,,-119.84178294,34.41369204,-21.081,Global,0.7,0.012,0.012,0.010,0.016,1.945,m,FIX,RTK,2026-01-19 14:33:04.2 UTC-08:00,2026-01-19 14:33:04.2 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11414.070,P519_RTCM3,Global CS,5,5,5,3,0,Reach RX2,8243B70F5B178099
74,,,,,,,-119.84177379,34.41368836,-21.117,Global,0.8,0.012,0.012,0.011,0.016,1.945,m,FIX,RTK,2026-01-19 14:33:12.4 UTC-08:00,2026-01-19 14:33:12.4 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11414.130,P519_RTCM3,Global CS,5,4,5,3,0,Reach RX2,8243B70F5B178099
75,,,,,,,-119.84178673,34.41368334,-21.713,Global,18.6,0.013,0.013,0.016,0.019,1.945,m,FIX,RTK,2026-01-19 14:33:59.2 UTC-08:00,2026-01-19 14:33:59.2 UTC-08:00,1,1.4,1.7,,,,-119.79242800,34.50781198,811.544,11415.780,P519_RTCM3,Global CS,5,5,3,2,0,Reach RX2,8243B70F5B178099
76,,,,,,,-119.84176858,34.41368120,-20.793,Global,18.8,0.014,0.014,0.018,0.020,1.945,m,FIX,RTK,2026-01-19 14:34:11.6 UTC-08:00,2026-01-19 14:34:11.6 UTC-08:00,1,1.2,1.5,,,,-119.79242800,34.50781198,811.544,11415.240,P519_RTCM3,Global CS,5,4,6,2,0,Reach RX2,8243B70F5B178099
77,,,,,,,-119.84176886,34.41370493,-21.099,Global,2.0,0.012,0.012,0.014,0.016,1.945,m,FIX,RTK,2026-01-19 14:34:23.2 UTC-08:00,2026-01-19 14:34:23.2 UTC-08:00,1,1.1,1.3,,,,-119.79242800,34.50781198,811.544,11412.340,P519_RTCM3,Global CS,5,5,7,3,0,Reach RX2,8243B70F5B178099
78,,,,,,,-119.84171587,34.41369569,-21.002,Global,12.5,0.013,0.013,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:34:40.2 UTC-08:00,2026-01-19 14:34:40.2 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11411.260,P519_RTCM3,Global CS,5,5,5,3,0,Reach RX2,8243B70F5B178099
79,,,,,,,-119.84169511,34.41369604,-21.059,Global,5.6,0.015,0.012,0.026,0.020,1.945,m,FIX,RTK,2026-01-19 14:34:47.8 UTC-08:00,2026-01-19 14:34:47.8 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11410.330,P519_RTCM3,Global CS,5,5,4,3,0,Reach RX2,8243B70F5B178099
80,,,,,,,-119.84165585,34.41367860,-21.300,Global,4.3,0.018,0.012,0.025,0.021,1.945,m,FIX,RTK,2026-01-19 14:35:23.6 UTC-08:00,2026-01-19 14:35:23.6 UTC-08:00,1,1.7,2.0,,,,-119.79242800,34.50781198,811.544,11410.970,P519_RTCM3,Global CS,4,2,3,2,0,Reach RX2,8243B70F5B178099
81,,,,,,,-119.84163907,34.41368452,-21.253,Global,0.2,0.012,0.012,0.013,0.016,1.945,m,FIX,RTK,2026-01-19 14:35:30.2 UTC-08:00,2026-01-19 14:35:30.2 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11409.620,P519_RTCM3,Global CS,5,5,4,3,0,Reach RX2,8243B70F5B178099
82,,,,,,,-119.84163451,34.41370470,-21.109,Global,4.5,0.012,0.012,0.014,0.017,1.945,m,FIX,RTK,2026-01-19 14:35:42.8 UTC-08:00,2026-01-19 14:35:42.8 UTC-08:00,1,1.6,1.9,,,,-119.79242800,34.50781198,811.544,11407.300,P519_RTCM3,Global CS,5,3,4,2,0,Reach RX2,8243B70F5B178099
83,,,,,,,-119.84160001,34.41370039,-21.080,Global,3.6,0.012,0.012,0.013,0.017,1.945,m,FIX,RTK,2026-01-19 14:35:52.2 UTC-08:00,2026-01-19 14:35:52.2 UTC-08:00,1,1.8,2.1,,,,-119.79242800,34.50781198,811.544,11406.510,P519_RTCM3,Global CS,4,2,3,2,0,Reach RX2,8243B70F5B178099
84,,,,,,,-119.84156198,34.41369116,-21.288,Global,1.6,0.014,0.012,0.023,0.018,1.945,m,FIX,RTK,2026-01-19 14:36:02.6 UTC-08:00,2026-01-19 14:36:02.6 UTC-08:00,1,2.0,2.5,,,,-119.79242800,34.50781198,811.544,11406.120,P519_RTCM3,Global CS,4,4,4,3,0,Reach RX2,8243B70F5B178099
85,,,,,,,-119.84154048,34.41369147,-20.987,Global,16.4,0.013,0.013,0.017,0.019,1.945,m,FIX,RTK,2026-01-19 14:36:42.4 UTC-08:00,2026-01-19 14:36:42.4 UTC-08:00,1,1.8,2.1,,,,-119.79242800,34.50781198,811.544,11405.770,P519_RTCM3,Global CS,4,4,5,2,0,Reach RX2,8243B70F5B178099
86,,,,,,,-119.84150847,34.41369498,-21.013,Global,4.1,0.012,0.012,0.021,0.017,1.945,m,FIX,RTK,2026-01-19 14:36:55.4 UTC-08:00,2026-01-19 14:36:55.4 UTC-08:00,1,1.8,2.1,,,,-119.79242800,34.50781198,811.544,11403.930,P519_RTCM3,Global CS,4,2,4,3,0,Reach RX2,8243B70F5B178099
87,,,,,,,-119.84150741,34.41369131,-21.220,Global,2.8,0.012,0.012,0.019,0.017,1.945,m,FIX,RTK,2026-01-19 14:37:37.0 UTC-08:00,2026-01-19 14:37:37.0 UTC-08:00,1,1.8,2.1,,,,-119.79242800,34.50781198,811.544,11404.210,P519_RTCM3,Global CS,4,3,5,3,0,Reach RX2,8243B70F5B178099
88,,,,,,,-119.84076938,34.41376912,-20.652,Global,15.8,0.013,0.013,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:50:21.8 UTC-08:00,2026-01-19 14:50:21.8 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11369.510,P519_RTCM3,Global CS,7,6,6,4,0,Reach RX2,8243B70F5B178099
89,,,,,,,-119.84078456,34.41381243,-20.636,Global,11.6,0.013,0.013,0.014,0.018,1.945,m,FIX,RTK,2026-01-19 14:50:34.2 UTC-08:00,2026-01-19 14:50:34.2 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11365.310,P519_RTCM3,Global CS,7,6,6,4,0,Reach RX2,8243B70F5B178099
90,,,,,,,-119.84081606,34.41389005,-20.662,Global,10.8,0.013,0.013,0.013,0.018,1.945,m,FIX,RTK,2026-01-19 14:50:47.6 UTC-08:00,2026-01-19 14:50:47.6 UTC-08:00,1,1.2,1.5,,,,-119.79242800,34.50781198,811.544,11358.980,P519_RTCM3,Global CS,7,6,6,3,0,Reach RX2,8243B70F5B178099
91,,,,,,,-119.84081762,34.41395888,-20.769,Global,14.6,0.014,0.014,0.015,0.020,1.945,m,FIX,RTK,2026-01-19 14:51:00.2 UTC-08:00,2026-01-19 14:51:00.2 UTC-08:00,1,1.2,1.5,,,,-119.79242800,34.50781198,811.544,11351.730,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
92,,,,,,,-119.84078103,34.41402504,-21.227,Global,9.6,0.012,0.012,0.013,0.018,1.945,m,FIX,RTK,2026-01-19 14:51:40.8 UTC-08:00,2026-01-19 14:51:40.8 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11343.840,P519_RTCM3,Global CS,7,5,5,4,0,Reach RX2,8243B70F5B178099
93,,,,,,,-119.84082530,34.41406781,-21.103,Global,16.3,0.014,0.014,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:51:52.6 UTC-08:00,2026-01-19 14:51:52.6 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11340.690,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
94,,,,,,,-119.84087266,34.41413572,-21.036,Global,15.3,0.013,0.013,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:52:07.4 UTC-08:00,2026-01-19 14:52:07.4 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11335.460,P519_RTCM3,Global CS,6,5,4,4,0,Reach RX2,8243B70F5B178099
95,,,,,,,-119.84091465,34.41418780,-20.813,Global,16.5,0.013,0.013,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:52:22.6 UTC-08:00,2026-01-19 14:52:22.6 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11331.660,P519_RTCM3,Global CS,6,5,4,4,0,Reach RX2,8243B70F5B178099
96,,,,,,,-119.84094109,34.41422186,-20.909,Global,18.5,0.015,0.015,0.016,0.021,1.945,m,FIX,RTK,2026-01-19 14:52:37.2 UTC-08:00,2026-01-19 14:52:37.2 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11329.060,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
97,,,,,,,-119.84096883,34.41423900,-20.832,Global,18.5,0.014,0.014,0.016,0.020,1.945,m,FIX,RTK,2026-01-19 14:52:47.6 UTC-08:00,2026-01-19 14:52:47.6 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11328.340,P519_RTCM3,Global CS,5,6,3,4,0,Reach RX2,8243B70F5B178099
98,,,,,,,-119.84098662,34.41426471,-21.458,Global,3.4,0.012,0.012,0.013,0.017,1.945,m,FIX,RTK,2026-01-19 14:53:02.0 UTC-08:00,2026-01-19 14:53:02.0 UTC-08:00,1,1.2,1.5,,,,-119.79242800,34.50781198,811.544,11326.890,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
99,,,,,,,-119.84102240,34.41424242,-20.801,Global,15.3,0.013,0.013,0.014,0.019,1.945,m,FIX,RTK,2026-01-19 14:53:14.2 UTC-08:00,2026-01-19 14:53:14.2 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11330.090,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
100,,,,,,,-119.84104958,34.41421389,-20.966,Global,11.5,0.013,0.013,0.014,0.018,1.945,m,FIX,RTK,2026-01-19 14:53:25.0 UTC-08:00,2026-01-19 14:53:25.0 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11334.060,P519_RTCM3,Global CS,7,6,4,4,0,Reach RX2,8243B70F5B178099
101,,,,,,,-119.84109302,34.41422586,-20.877,Global,16.2,0.014,0.014,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:53:39.2 UTC-08:00,2026-01-19 14:53:39.2 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11334.230,P519_RTCM3,Global CS,7,6,5,3,0,Reach RX2,8243B70F5B178099
102,,,,,,,-119.84111324,34.41420267,-20.839,Global,14.4,0.013,0.013,0.017,0.019,1.945,m,FIX,RTK,2026-01-19 14:53:49.4 UTC-08:00,2026-01-19 14:53:49.4 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11337.480,P519_RTCM3,Global CS,7,6,4,4,0,Reach RX2,8243B70F5B178099
103,,,,,,,-119.84113836,34.41417925,-20.844,Global,16.1,0.013,0.013,0.016,0.019,1.945,m,FIX,RTK,2026-01-19 14:53:59.4 UTC-08:00,2026-01-19 14:53:59.4 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11340.780,P519_RTCM3,Global CS,7,5,4,3,0,Reach RX2,8243B70F5B178099
104,,,,,,,-119.84117390,34.41416970,-20.792,Global,22.5,0.014,0.014,0.022,0.020,1.945,m,FIX,RTK,2026-01-19 14:54:17.4 UTC-08:00,2026-01-19 14:54:17.4 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11342.690,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
105,,,,,,,-119.84121324,34.41413523,-20.800,Global,20.6,0.015,0.015,0.017,0.021,1.945,m,FIX,RTK,2026-01-19 14:54:29.4 UTC-08:00,2026-01-19 14:54:29.4 UTC-08:00,1,1.2,1.4,,,,-119.79242800,34.50781198,811.544,11347.850,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
106,,,,,,,-119.84123751,34.41410714,-20.417,Global,27.2,0.015,0.015,0.024,0.021,1.945,m,FIX,RTK,2026-01-19 14:54:43.4 UTC-08:00,2026-01-19 14:54:43.4 UTC-08:00,1,1.4,1.6,,,,-119.79242800,34.50781198,811.544,11351.390,P519_RTCM3,Global CS,6,4,4,3,0,Reach RX2,8243B70F5B178099
107,,,,,,,-119.84118479,34.41410389,-20.744,Global,20.1,0.014,0.014,0.016,0.020,1.945,m,FIX,RTK,2026-01-19 14:55:03.8 UTC-08:00,2026-01-19 14:55:03.8 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11349.820,P519_RTCM3,Global CS,7,6,5,4,0,Reach RX2,8243B70F5B178099
108,,,,,,,-119.84115433,34.41409205,-20.891,Global,15.9,0.013,0.013,0.015,0.019,1.945,m,FIX,RTK,2026-01-19 14:55:12.0 UTC-08:00,2026-01-19 14:55:12.0 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11350.410,P519_RTCM3,Global CS,7,6,4,4,0,Reach RX2,8243B70F5B178099
109,,,,,,,-119.84110874,34.41408092,-20.877,Global,17.7,0.014,0.014,0.016,0.020,1.945,m,FIX,RTK,2026-01-19 14:55:26.0 UTC-08:00,2026-01-19 14:55:26.0 UTC-08:00,1,1.3,1.5,,,,-119.79242800,34.50781198,811.544,11349.490,P519_RTCM3,Global CS,7,6,4,4,0,Reach RX2,8243B70F5B178099
110,,,,,,,-119.84113653,34.41404744,-20.941,Global,14.7,0.013,0.013,0.020,0.019,1.945,m,FIX,RTK,2026-01-19 14:55:38.0 UTC-08:00,2026-01-19 14:55:38.0 UTC-08:00,1,1.4,1.7,,,,-119.79242800,34.50781198,811.544,11354.020,P519_RTCM3,Global CS,5,6,2,3,0,Reach RX2,8243B70F5B178099
111,,,,,,,-119.84115395,34.41402658,-20.904,Global,24.5,0.014,0.014,0.017,0.020,1.945,m,FIX,RTK,2026-01-19 14:55:47.2 UTC-08:00,2026-01-19 14:55:47.2 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11356.720,P519_RTCM3,Global CS,7,4,3,3,0,Reach RX2,8243B70F5B178099
112,,,,,,,-119.84115642,34.41400136,-20.948,Global,19.4,0.014,0.014,0.016,0.019,1.945,m,FIX,RTK,2026-01-19 14:55:56.6 UTC-08:00,2026-01-19 14:55:56.6 UTC-08:00,1,1.3,1.6,,,,-119.79242800,34.50781198,811.544,11359.730,P519_RTCM3,Global CS,6,3,3,1,0,Reach RX2,8243B70F5B178099
113,,,,,,,-119.84113638,34.41397328,-20.946,Global,9.9,0.013,0.013,0.013,0.018,1.945,m,FIX,RTK,2026-01-19 14:56:06.4 UTC-08:00,2026-01-19 14:56:06.4 UTC-08:00,1,1.4,1.7,,,,-119.79242800,34.50781198,811.544,11362.280,P519_RTCM3,Global CS,7,5,4,4,0,Reach RX2,8243B70F5B178099
114,,,,,,,-119.84113831,34.41401788,-21.110,Global,5.3,0.012,0.012,0.012,0.017,1.945,m,FIX,RTK,2026-01-19 14:56:19.2 UTC-08:00,2026-01-19 14:56:19.2 UTC-08:00,1,1.6,1.9,,,,-119.79242800,34.50781198,811.544,11357.690,P519_RTCM3,Global CS,7,5,3,4,0,Reach RX2,8243B70F5B178099
115,,,,,,,-119.84115996,34.41406230,-20.991,Global,13.6,0.014,0.014,0.018,0.020,1.945,m,FIX,RTK,2026-01-19 14:56:46.0 UTC-08:00,2026-01-19 14:56:46.0 UTC-08:00,1,1.4,1.7,,,,-119.79242800,34.50781198,811.544,11353.680,P519_RTCM3,Global CS,7,5,4,4,0,Reach RX2,8243B70F5B178099
116,,,,,,,-119.84119004,34.41399895,-21.021,Global,14.7,0.013,0.013,0.017,0.019,1.945,m,FIX,RTK,2026-01-19 14:57:01.2 UTC-08:00,2026-01-19 14:57:01.2 UTC-08:00,1,1.4,1.7,,,,-119.79242800,34.50781198,811.544,11360.950,P519_RTCM3,Global CS,7,5,3,4,0,Reach RX2,8243B70F5B178099
117,,,,,,,-119.84124316,34.41406029,-20.768,Global,18.5,0.014,0.014,0.021,0.019,1.945,m,FIX,RTK,2026-01-19 14:57:44.0 UTC-08:00,2026-01-19 14:57:44.0 UTC-08:00,1,1.8,2.2,,,,-119.79242800,34.50781198,811.544,11356.430,P519_RTCM3,Global CS,6,3,3,3,0,Reach RX2,8243B70F5B178099
